;NAME;JOBREF;CORRSTARTTIME;CORRSTOPTIME;QTYGOOD;CORRSTARTDATE;CORRSTOPDATE
869;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528377;68996;74684;28.0;2018-05-29;2018-05-29
870;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528378;74684;75042;21.0;2018-05-29;2018-05-29
871;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528376;75042;78824;28.0;2018-05-29;2018-05-29
872;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528495;2527;3101;0.0;2018-05-30;2018-05-30
873;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528663;68844;71485;24.0;2018-05-30;2018-05-30
874;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528727;68844;71485;24.0;2018-05-30;2018-05-30
875;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528663;71485;73610;24.0;2018-05-30;2018-05-30
876;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528727;71485;73610;24.0;2018-05-30;2018-05-30
877;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528663;73610;75932;24.0;2018-05-30;2018-05-30
878;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528727;73610;75932;24.0;2018-05-30;2018-05-30
879;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528663;75932;80025;24.0;2018-05-30;2018-05-30
880;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528727;75932;80025;24.0;2018-05-30;2018-05-30
881;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528663;80057;80069;0.0;2018-05-30;2018-05-30
882;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528663;80057;80069;0.0;2018-05-30;2018-05-30
883;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528663;80057;80069;0.0;2018-05-30;2018-05-30
884;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528727;80057;80069;0.0;2018-05-30;2018-05-30
885;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528727;80057;80069;0.0;2018-05-30;2018-05-30
886;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;528727;80057;80069;0.0;2018-05-30;2018-05-30
887;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527279;80103;85223;66.0;2018-05-30;2018-05-30
888;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528496;68495;69869;0.0;2018-05-31;2018-05-31
889;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;528771;70675;73250;49.0;2018-05-31;2018-05-31
890;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528496;73279;74044;15.0;2018-05-31;2018-05-31
891;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;529090;73223;74845;11.0;2018-06-13;2018-06-13
892;BD30 : 1175 x 576 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;529570;55073;59294;48.0;2018-06-19;2018-06-19
893;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528738;61750;86115;0.0;2018-06-20;2018-06-20
894;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528738;3600;8597;252.0;2018-06-21;2018-06-21
895;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;528928;56340;62792;64.0;2018-06-27;2018-06-27
896;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;529642;70495;72125;24.0;2018-06-28;2018-06-28
897;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;529642;72125;73355;24.0;2018-06-28;2018-06-28
898;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;529642;73355;74345;24.0;2018-06-28;2018-06-28
899;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;529642;74345;76676;24.0;2018-06-28;2018-06-28
900;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;529642;76707;76714;0.0;2018-06-28;2018-06-28
901;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;529642;76707;76714;0.0;2018-06-28;2018-06-28
902;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;529642;76707;76714;0.0;2018-06-28;2018-06-28
903;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;529572;59536;73106;96.0;2018-07-03;2018-07-03
904;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;528123;55977;56044;0.0;2018-07-04;2018-07-04
905;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530041;56044;72050;264.0;2018-07-04;2018-07-04
906;BD30 : 1175 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;529621;58552;62501;0.0;2018-07-30;2018-07-30
907;BD30 : 1175 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;529621;63784;65194;48.0;2018-07-30;2018-07-30
908;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529515;910;3600;17.0;2018-07-31;2018-07-31
909;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;529624;55709;63246;96.0;2018-07-31;2018-07-31
910;CF76S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;529088;63246;6557;96.0;2018-07-31;2018-08-01
911;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529515;6579;7984;33.0;2018-08-01;2018-08-01
912;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529567;59749;61313;56.0;2018-08-02;2018-08-02
913;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529567;61335;64229;56.0;2018-08-02;2018-08-02
914;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529567;64229;69261;56.0;2018-08-02;2018-08-02
915;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529567;69284;69293;0.0;2018-08-02;2018-08-02
916;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529567;69284;69293;0.0;2018-08-02;2018-08-02
917;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529567;69284;69293;0.0;2018-08-02;2018-08-02
918;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530318;69993;74847;0.0;2018-08-07;2018-08-07
919;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;530351;68694;79556;0.0;2018-08-08;2018-08-08
920;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;530351;81143;82892;114.0;2018-08-08;2018-08-08
921;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;530825;82918;3115;75.0;2018-08-08;2018-08-09
922;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530320;74537;80676;32.0;2018-08-09;2018-08-09
923;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530319;80676;80811;32.0;2018-08-09;2018-08-09
924;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;68695;74414;75.0;2018-08-13;2018-08-13
925;SW56-1 : 1130 x 550 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530828;74441;84575;0.0;2018-08-13;2018-08-13
926;SW56-1 : 1130 x 550 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530828;126;2760;130.0;2018-08-14;2018-08-14
927;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;56157;56706;2.0;2018-08-14;2018-08-14
928;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;65026;72777;132.0;2018-08-14;2018-08-14
929;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;72802;75783;57.0;2018-08-14;2018-08-14
930;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;75783;80982;65.0;2018-08-14;2018-08-14
931;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;81023;83804;57.0;2018-08-14;2018-08-14
932;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;83833;83847;0.0;2018-08-14;2018-08-14
933;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;83833;83847;0.0;2018-08-14;2018-08-14
934;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530143;83833;83847;0.0;2018-08-14;2018-08-14
935;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530240;172;2987;22.0;2018-08-15;2018-08-15
936;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530707;77143;77205;0.0;2018-08-16;2018-08-16
937;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;77143;77205;0.0;2018-08-16;2018-08-16
938;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530707;77205;80285;24.0;2018-08-16;2018-08-16
939;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;77205;80285;24.0;2018-08-16;2018-08-16
940;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530707;80320;80353;0.0;2018-08-16;2018-08-16
941;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530707;80320;80353;0.0;2018-08-16;2018-08-16
942;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;80372;80383;0.0;2018-08-16;2018-08-16
943;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;80383;81451;24.0;2018-08-16;2018-08-16
944;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;80383;81451;24.0;2018-08-16;2018-08-16
945;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;81451;83299;24.0;2018-08-16;2018-08-16
946;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;83322;83331;0.0;2018-08-16;2018-08-16
947;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;83322;83331;0.0;2018-08-16;2018-08-16
948;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;530708;83322;83331;0.0;2018-08-16;2018-08-16
949;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530466;54900;57658;0.0;2018-08-21;2018-08-21
950;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530629;57658;57677;8.0;2018-08-21;2018-08-21
951;CF56S : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;529653;66472;68918;0.0;2018-08-21;2018-08-21
952;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530628;73649;77183;32.0;2018-08-21;2018-08-21
953;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531107;56119;65734;0.0;2018-08-22;2018-08-22
954;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531107;65734;77361;102.0;2018-08-22;2018-08-22
955;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530466;80613;84610;16.0;2018-08-22;2018-08-22
956;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530466;80613;84610;16.0;2018-08-22;2018-08-22
957;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530466;80613;84610;16.0;2018-08-22;2018-08-22
958;CF56S : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;529710;84697;2866;19.0;2018-08-22;2018-08-23
959;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;529288;56271;59329;35.0;2018-08-23;2018-08-23
960;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;71362;75717;75.0;2018-08-23;2018-08-23
961;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;75737;80623;75.0;2018-08-23;2018-08-23
962;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;80623;83773;44.0;2018-08-23;2018-08-23
963;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;530674;56090;59026;14.0;2018-08-27;2018-08-27
964;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;85980;2929;75.0;2018-08-27;2018-08-28
965;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530704;54916;57901;27.0;2018-08-28;2018-08-28
966;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;531247;57901;73190;160.0;2018-08-28;2018-08-28
967;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;73204;79652;0.0;2018-08-28;2018-08-28
968;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;85452;85458;65.0;2018-08-28;2018-08-28
969;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;85458;617;65.0;2018-08-28;2018-08-29
970;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;640;678;0.0;2018-08-29;2018-08-29
971;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;640;678;0.0;2018-08-29;2018-08-29
972;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;530138;640;678;0.0;2018-08-29;2018-08-29
973;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530702;55500;58048;32.0;2018-08-29;2018-08-29
974;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;531252;72889;4729;160.0;2018-08-29;2018-08-30
975;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;531250;55500;61084;60.0;2018-08-30;2018-08-30
976;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;531253;84069;1238;31.0;2018-09-03;2018-09-04
977;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;531255;1238;7940;57.0;2018-09-04;2018-09-04
978;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;531544;54900;57876;0.0;2018-09-04;2018-09-04
979;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;531544;58977;63610;48.0;2018-09-04;2018-09-04
980;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;530923;63610;63728;0.0;2018-09-04;2018-09-04
981;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;531306;68494;71061;0.0;2018-09-04;2018-09-04
982;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;531306;71061;73969;0.0;2018-09-04;2018-09-04
983;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;530923;73995;83476;48.0;2018-09-04;2018-09-04
984;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;531025;83476;3600;80.0;2018-09-04;2018-09-05
985;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531310;55500;57179;10.0;2018-09-05;2018-09-05
986;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;530599;64823;64859;0.0;2018-09-06;2018-09-06
987;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;531886;64859;75483;114.0;2018-09-06;2018-09-06
988;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;530599;64859;75483;114.0;2018-09-06;2018-09-06
989;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531131;81721;83904;12.0;2018-09-06;2018-09-06
990;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532124;56021;57863;15.0;2018-09-17;2018-09-17
991;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;532182;75383;83278;41.0;2018-09-18;2018-09-18
992;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;531770;83298;86283;27.0;2018-09-18;2018-09-18
993;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;55640;57546;24.0;2018-09-19;2018-09-19
994;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;57546;58950;24.0;2018-09-19;2018-09-19
995;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;58950;60326;24.0;2018-09-19;2018-09-19
996;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;60326;61571;24.0;2018-09-19;2018-09-19
997;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;61571;62676;24.0;2018-09-19;2018-09-19
998;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;62676;64382;24.0;2018-09-19;2018-09-19
999;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;64382;65723;24.0;2018-09-19;2018-09-19
1000;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;65723;69325;24.0;2018-09-19;2018-09-19
1001;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;71060;71068;0.0;2018-09-19;2018-09-19
1002;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;71060;71068;0.0;2018-09-19;2018-09-19
1003;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;71060;71068;0.0;2018-09-19;2018-09-19
1004;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532184;71060;71068;0.0;2018-09-19;2018-09-19
1005;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;71093;71105;0.0;2018-09-19;2018-09-19
1006;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;71093;71105;0.0;2018-09-19;2018-09-19
1007;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;71093;71105;0.0;2018-09-19;2018-09-19
1008;CF56SM : 925 x 676 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532185;71093;71105;0.0;2018-09-19;2018-09-19
1009;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532309;63611;67999;20.0;2018-09-20;2018-09-20
1010;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532308;67999;74889;0.0;2018-09-20;2018-09-20
1011;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532308;81284;81291;48.0;2018-09-20;2018-09-20
1012;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;531492;83939;2759;48.0;2018-09-24;2018-09-25
1013;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;532497;75309;79608;56.0;2018-09-25;2018-09-25
1014;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;532497;79608;82512;56.0;2018-09-25;2018-09-25
1015;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531594;66282;69155;0.0;2018-09-26;2018-09-26
1016;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;531594;74683;1273;80.0;2018-09-26;2018-09-27
1017;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;532170;56183;68504;114.0;2018-10-01;2018-10-01
1018;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532058;54996;62911;80.0;2018-10-02;2018-10-02
1019;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532938;71636;73572;24.0;2018-10-03;2018-10-03
1020;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532938;73572;74788;24.0;2018-10-03;2018-10-03
1021;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532938;74788;75878;24.0;2018-10-03;2018-10-03
1022;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532938;75878;79174;24.0;2018-10-03;2018-10-03
1023;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532938;79199;79206;0.0;2018-10-03;2018-10-03
1024;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532938;79199;79206;0.0;2018-10-03;2018-10-03
1025;CF56SM : 925 x 576 : H/H : 140G : ST1 : 4D/3F/3B/12T : HACF;532938;79199;79206;0.0;2018-10-03;2018-10-03
1026;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;532665;56094;59215;48.0;2018-10-08;2018-10-08
1027;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532578;54900;60529;36.0;2018-10-09;2018-10-09
1028;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533146;60555;65926;77.0;2018-10-09;2018-10-09
1029;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533146;65926;72332;77.0;2018-10-09;2018-10-09
1030;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533146;72332;79477;77.0;2018-10-09;2018-10-09
1031;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533146;79477;84003;77.0;2018-10-09;2018-10-09
1032;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533146;84037;84048;0.0;2018-10-09;2018-10-09
1033;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533146;84037;84048;0.0;2018-10-09;2018-10-09
1034;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;533146;84037;84048;0.0;2018-10-09;2018-10-09
1035;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;533031;55965;63288;71.0;2018-10-10;2018-10-10
1036;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532794;56046;59242;77.0;2018-10-16;2018-10-16
1037;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;533063;56154;64165;96.0;2018-10-22;2018-10-22
1038;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533756;54900;66151;39.0;2018-10-23;2018-10-23
1039;CF76S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;533289;66151;71996;0.0;2018-10-23;2018-10-23
1040;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533267;55579;59621;0.0;2018-10-24;2018-10-24
1041;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533267;59621;62011;54.0;2018-10-24;2018-10-24
1042;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532745;59621;62011;48.0;2018-10-24;2018-10-24
1043;SP16-1 : 1175 x 676 : 115G : ST1 : 3D/3G/3B/12T : HA;533143;62011;66757;70.0;2018-10-24;2018-10-24
1044;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;533142;66757;72252;70.0;2018-10-24;2018-10-24
1045;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533758;76599;5510;0.0;2018-10-24;2018-10-25
1046;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533758;5510;6378;132.0;2018-10-25;2018-10-25
1047;CF56S : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;531181;60271;60277;0.0;2018-10-25;2018-10-25
1048;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;532628;60277;60603;0.0;2018-10-25;2018-10-25
1049;CF56S : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;531181;60603;66555;17.0;2018-10-25;2018-10-25
1050;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;532628;60603;66555;45.0;2018-10-25;2018-10-25
1051;SW56-6 : 1375 x 676 : H/H : 190F/H : ST1 : 2D/4F/4B/4T : SA;533424;79132;84279;50.0;2018-10-29;2018-10-29
1052;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533507;54900;58197;34.0;2018-10-30;2018-10-30
1053;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;533561;58228;64809;48.0;2018-10-30;2018-10-30
1054;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;533938;64845;70792;48.0;2018-10-30;2018-10-30
1055;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;533938;70792;73158;48.0;2018-10-30;2018-10-30
1056;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;533938;73228;75249;48.0;2018-10-30;2018-10-30
1057;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;533938;75249;77269;48.0;2018-10-30;2018-10-30
