;NAME;JOBREF;CORRSTARTTIME;CORRSTOPTIME;QTYGOOD;CORRSTARTDATE;CORRSTOPDATE
1245;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524020;49916;53320;0.0;2018-02-14;2018-02-14
1246;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;524020;55673;55800;0.0;2018-02-14;2018-02-14
1247;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;524675;27345;39097;1.0;2018-02-15;2018-02-15
1248;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;524675;41410;41419;149.0;2018-02-15;2018-02-15
1249;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;524676;42024;42038;149.0;2018-02-15;2018-02-15
1250;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;524676;51545;55800;0.0;2018-02-15;2018-02-15
1251;SW56-3 : 1175 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524212;39009;40258;0.0;2018-02-16;2018-02-16
1252;SW56-3 : 1175 x 676 : H/H : 190F : ST1 : 3D/3F/3B/12T : SA;524212;46825;47942;20.0;2018-02-16;2018-02-16
1253;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;524448;47959;48941;23.0;2018-02-16;2018-02-16
1254;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526870;53044;55057;49.0;2018-04-09;2018-04-09
1255;CF36LM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;526870;55354;55800;20.0;2018-04-09;2018-04-09
1256;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;527016;50882;55732;54.0;2018-04-16;2018-04-16
1257;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;526573;55754;55800;0.0;2018-04-16;2018-04-16
1258;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525240;25444;31583;80.0;2018-04-17;2018-04-17
1259;SW56-1 : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;526680;45756;50465;48.0;2018-04-17;2018-04-17
1260;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;526818;25200;28124;47.0;2018-04-18;2018-04-18
1261;CF76S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;526548;28145;32220;48.0;2018-04-18;2018-04-18
1262;SP16-1 : 1175 x 676 : 115G : ST1 : 3D/3G/3B/12T : HA;526869;42619;48987;0.0;2018-04-18;2018-04-18
1263;SP16-1 : 1175 x 676 : 115G : ST1 : 3D/3G/3B/12T : HA;526869;50552;50559;50.0;2018-04-18;2018-04-18
1264;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;526868;50578;53695;0.0;2018-04-18;2018-04-18
1265;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527119;25200;28597;32.0;2018-04-25;2018-04-25
1266;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527117;28612;31537;0.0;2018-04-25;2018-04-25
1267;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527117;31537;35642;32.0;2018-04-25;2018-04-25
1268;BD30 : 1375 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;526820;35678;39193;48.0;2018-04-25;2018-04-25
1269;SW56-1 : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527011;52719;52732;48.0;2018-04-25;2018-04-25
1270;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527010;52746;55800;0.0;2018-04-25;2018-04-25
1271;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;527128;34783;47759;160.0;2018-04-26;2018-04-26
1272;CF56S : 1130 x 540 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;527160;48549;48970;0.0;2018-04-26;2018-04-26
1273;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;528123;35987;38569;22.0;2018-07-04;2018-07-04
1274;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530041;38591;40279;0.0;2018-07-04;2018-07-04
1275;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;530041;48309;55800;0.0;2018-07-04;2018-07-04
1276;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533138;29246;34323;0.0;2018-10-15;2018-10-15
1277;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;533138;35374;50192;160.0;2018-10-15;2018-10-15
1278;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532794;52371;55800;3.0;2018-10-16;2018-10-16
1279;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;532826;49133;49816;56.0;2018-10-17;2018-10-17
1280;CF56S : 1375 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534345;25200;32204;45.0;2018-11-29;2018-11-29
1281;CF56S : 1275 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534344;32225;37104;45.0;2018-11-29;2018-11-29
1282;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;534343;37121;41376;0.0;2018-11-29;2018-11-29
1283;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;534163;41391;49611;80.0;2018-11-29;2018-11-29
1284;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;534851;49629;50002;0.0;2018-11-29;2018-11-29
1285;CF76S : 1130 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : 76SIL;534851;51052;52389;0.0;2018-11-29;2018-11-29
1286;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;529275;38070;39397;0.0;2018-06-18;2018-06-18
1287;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;529275;39397;39425;0.0;2018-06-18;2018-06-18
1288;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;529275;39397;39425;0.0;2018-06-18;2018-06-18
1289;CF56S : 990 x 540 : H/H : 140G : ST1 : 4D/3F/2B/12T : HACF;529275;39397;39425;0.0;2018-06-18;2018-06-18
1290;BD30 : 1275 x 676 : H/H : 190M : ST1 : 3D/4F/4B/12T : SA;522404;56296;56459;0.0;2018-01-03;2018-01-03
1291;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;526012;50558;50691;0.0;2018-03-27;2018-03-27
1292;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523647;30759;30859;0.0;2018-02-07;2018-02-07
1293;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;523647;30859;30893;0.0;2018-02-07;2018-02-07
1294;SP16-1 : 1175 x 576 : 115G : ST1 : 3D/3G/3B/12T : HA;531255;25688;25809;0.0;2018-09-04;2018-09-04
1295;CF56S : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/2B/12T : HACF;531337;25205;25240;0.0;2018-09-14;2018-09-14
1296;SW56-1 : 1175 x 676 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;523418;58783;59099;0.0;2018-02-05;2018-02-05
1297;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525240;84961;84996;0.0;2018-04-16;2018-04-16
1298;CF36KFM : 900 x 576 : H/H : 115G : ST1 : 4D/3F/3B/12T : HACF;529515;910;956;0.0;2018-07-31;2018-07-31
1299;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525829;1758;1767;0.0;2018-04-05;2018-04-05
1300;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525829;1767;1817;0.0;2018-04-05;2018-04-05
1301;SW56-1 : 1175 x 576 : H/H : 140G : ST1 : 3D/3F/3B/12T : EA;525829;1817;1936;0.0;2018-04-05;2018-04-05
